date,equity
2023-12-27 05:00:00+00:00,102784.15045981172
2023-12-28 05:00:00+00:00,100867.36045981172
2023-12-29 05:00:00+00:00,100800.43045981173
2024-01-02 05:00:00+00:00,104641.66159997981
2024-01-03 05:00:00+00:00,102392.90472763512
2024-01-04 05:00:00+00:00,104268.75757852496
2024-01-05 05:00:00+00:00,100362.87757852497
2024-01-08 05:00:00+00:00,100595.17407852499
2024-01-09 05:00:00+00:00,100660.79407852498
2024-01-10 05:00:00+00:00,100864.55099852498
2024-01-11 05:00:00+00:00,103104.29297954842
2024-01-12 05:00:00+00:00,100955.16297954842
2024-01-16 05:00:00+00:00,100901.13797954842
2024-01-17 05:00:00+00:00,102652.58658723372
2024-01-18 05:00:00+00:00,100959.43513723371
2024-01-19 05:00:00+00:00,101167.93813723371
2024-01-22 05:00:00+00:00,101167.56813723371
2024-01-23 05:00:00+00:00,101251.77813723372
2024-01-24 05:00:00+00:00,101339.58813723372
2024-01-25 05:00:00+00:00,105586.68495226548
2024-01-26 05:00:00+00:00,101424.73495226548
2024-01-29 05:00:00+00:00,101514.55495226549
2024-01-30 05:00:00+00:00,103305.68170902337
2024-01-31 05:00:00+00:00,106879.0718263345
2024-02-01 05:00:00+00:00,101420.3407663345
2024-02-02 05:00:00+00:00,106329.74126442708
2024-02-05 05:00:00+00:00,101660.96424442707
2024-02-06 05:00:00+00:00,101650.05924442707
2024-02-07 05:00:00+00:00,101746.01624442708
2024-02-08 05:00:00+00:00,101738.25935442708
2024-02-09 05:00:00+00:00,101901.11435442709
2024-02-12 05:00:00+00:00,103817.38132331455
2024-02-13 05:00:00+00:00,105796.36590910933
2024-02-14 05:00:00+00:00,101663.40926910934
2024-02-15 05:00:00+00:00,105316.58318661628
2024-02-16 05:00:00+00:00,101555.32318661628
2024-02-20 05:00:00+00:00,101503.82318661628
2024-02-21 05:00:00+00:00,101506.80318661628
2024-02-22 05:00:00+00:00,101727.72318661628
2024-02-23 05:00:00+00:00,101721.44318661628
2024-02-26 05:00:00+00:00,101695.31664661628
2024-02-27 05:00:00+00:00,101699.34664661628
2024-02-28 05:00:00+00:00,101659.02664661627
2024-02-29 05:00:00+00:00,101781.74664661627
2024-03-01 05:00:00+00:00,101941.18664661628
2024-03-04 05:00:00+00:00,101963.58406661627
2024-03-05 05:00:00+00:00,105145.66856837709
2024-03-06 05:00:00+00:00,101871.08856837709
2024-03-07 05:00:00+00:00,102073.86856837709
2024-03-08 05:00:00+00:00,103982.71877522487
2024-03-11 04:00:00+00:00,105396.7030630482
2024-03-12 04:00:00+00:00,101805.54802304819
2024-03-13 04:00:00+00:00,101814.2873430482
2024-03-14 04:00:00+00:00,101906.7670830482
2024-03-15 04:00:00+00:00,101734.4063630482
2024-03-18 04:00:00+00:00,101903.1063630482
2024-03-19 04:00:00+00:00,101954.72636304819
2024-03-20 04:00:00+00:00,102143.2447830482
2024-03-21 04:00:00+00:00,103994.21929364925
2024-03-22 04:00:00+00:00,102223.43929364925
2024-03-25 04:00:00+00:00,102177.05929364925
2024-03-26 04:00:00+00:00,102081.31929364926
2024-03-27 04:00:00+00:00,102067.01929364925
2024-03-28 04:00:00+00:00,102027.49929364925
2024-04-01 04:00:00+00:00,104311.52284163842
2024-04-02 04:00:00+00:00,102100.56284163843
2024-04-03 04:00:00+00:00,102151.65284163842
2024-04-04 04:00:00+00:00,105785.8440257059
2024-04-05 04:00:00+00:00,102215.87688570589
2024-04-08 04:00:00+00:00,102219.1168857059
2024-04-09 04:00:00+00:00,102253.1968857059
2024-04-10 04:00:00+00:00,102214.84386570589
2024-04-11 04:00:00+00:00,102371.1488657059
2024-04-12 04:00:00+00:00,103672.07320407263
2024-04-15 04:00:00+00:00,105307.33702137331
2024-04-16 04:00:00+00:00,101944.35702137332
2024-04-17 04:00:00+00:00,105982.83439603157
2024-04-18 04:00:00+00:00,103524.50273952761
2024-04-19 04:00:00+00:00,103939.20899460147
2024-04-22 04:00:00+00:00,101808.94595460147
2024-04-23 04:00:00+00:00,101833.64595460148
2024-04-24 04:00:00+00:00,101846.71095460147
2024-04-25 04:00:00+00:00,103791.56737172442
2024-04-26 04:00:00+00:00,101762.59237172441
2024-04-29 04:00:00+00:00,101696.91651172441
2024-04-30 04:00:00+00:00,101572.0049817244
2024-05-01 04:00:00+00:00,101495.42498172441
2024-05-02 04:00:00+00:00,101620.81498172441
2024-05-03 04:00:00+00:00,101862.10255172441
2024-05-06 04:00:00+00:00,101979.41255172441
2024-05-07 04:00:00+00:00,101972.81343172441
2024-05-08 04:00:00+00:00,101950.7284317244
2024-05-09 04:00:00+00:00,101980.63843172441
2024-05-10 04:00:00+00:00,101966.6566917244
2024-05-13 04:00:00+00:00,101980.9416917244
2024-05-14 04:00:00+00:00,102070.9916917244
2024-05-15 04:00:00+00:00,102290.7866917244
2024-05-16 04:00:00+00:00,102232.0266917244
2024-05-17 04:00:00+00:00,102217.0216917244
2024-05-20 04:00:00+00:00,104400.99661163155
2024-05-21 04:00:00+00:00,102324.01161163155
2024-05-22 04:00:00+00:00,102308.63661163155
2024-05-23 04:00:00+00:00,102398.28161163155
2024-05-24 04:00:00+00:00,102578.65251163155
2024-05-28 04:00:00+00:00,104978.95270620112
2024-05-29 04:00:00+00:00,102643.43270620113
2024-05-30 04:00:00+00:00,102465.03270620112
2024-05-31 04:00:00+00:00,109229.80939595506
